Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,PI_High,PI_Low,AtR_High,AtR_Low,Exam_Score
20,89,77,8,1,0,0,0,72
3,24,29,1,0,1,0,0,13
17,78,79,7,0,0,0,1,78
6,67,58,1,1,0,0,1,47
12,80,60,3,0,0,1,0,69
11,48,40,5,0,0,1,0,43
4,43,46,2,1,0,0,1,40
6,39,46,3,0,0,0,0,33
8,58,56,4,0,0,1,0,48
22,92,97,8,0,0,0,0,94
13,82,78,4,0,0,1,0,66
16,86,79,7,0,0,1,0,74
4,20,25,1,0,0,0,0,17
1,20,9,0,0,0,0,1,9
13,57,53,2,0,0,1,0,56
21,91,84,9,0,0,0,0,88
7,39,38,1,0,0,1,0,38
2,1,8,1,0,0,0,0,4
11,54,56,5,0,0,0,1,42
6,30,20,0,0,0,1,0,25
7,56,49,4,0,0,0,0,46
30,100,97,9,1,0,1,0,92
4,49,47,2,0,0,0,0,40
6,46,31,2,0,0,1,0,35
4,40,31,4,0,0,0,1,32
12,71,74,5,1,0,1,0,76
19,92,83,9,0,0,1,0,81
12,81,83,6,0,0,0,0,71
22,92,84,6,0,1,0,0,87
24,83,87,9,0,0,1,0,85
12,76,65,5,1,0,0,1,64
22,88,85,5,1,0,0,0,85
15,78,78,5,1,0,1,0,79
2,13,8,0,0,0,0,1,6
23,94,96,9,1,0,1,0,99
17,81,83,6,0,0,0,0,81
13,63,66,6,1,0,1,0,69
12,68,56,2,0,0,0,0,54
24,83,85,5,0,0,0,0,89
12,58,52,4,1,0,1,0,59
2,23,10,2,0,0,1,0,20
13,70,79,8,1,0,1,0,75
3,38,29,1,0,0,1,0,18
7,48,39,1,1,0,0,1,35
4,59,44,3,0,0,1,0,40
1,3,7,0,0,1,0,1,3
6,41,30,0,0,0,0,0,27
2,32,14,2,1,0,1,0,16
4,31,22,1,0,0,0,1,16
20,78,71,8,1,0,0,0,80
21,98,92,8,1,0,1,0,95
0,29,2,1,0,1,0,0,1
3,57,46,2,0,0,1,0,32
27,99,93,8,0,0,1,0,91
1,38,12,2,0,1,1,0,11
14,76,53,3,0,0,0,0,59
1,34,10,2,0,0,0,0,14
14,52,66,3,1,0,1,0,59
24,100,94,7,1,0,0,0,94
6,48,45,4,0,0,1,0,36
3,38,28,0,0,0,0,0,27
8,44,52,2,0,0,0,0,42
14,54,65,6,1,0,0,0,57
11,69,68,5,0,0,1,0,53
10,43,49,4,0,0,0,0,47
5,45,47,2,0,0,1,0,42
24,94,88,8,1,0,0,0,81
11,52,67,2,0,0,1,0,59
10,77,69,2,0,0,0,0,60
18,94,89,5,1,0,0,0,88
1,32,19,2,0,1,0,0,18
19,88,83,6,1,0,0,0,81
10,71,53,6,0,0,1,0,59
8,51,56,4,0,0,1,0,60
12,60,77,6,1,0,1,0,67
5,49,28,3,0,0,0,0,29
15,81,75,4,0,0,0,0,74
27,92,98,7,0,0,1,0,95
3,53,38,3,0,0,0,1,40
1,15,14,1,1,0,0,1,18
5,43,34,4,1,0,0,1,34
10,52,43,2,1,0,0,0,43
3,41,47,4,0,0,0,0,31
3,25,37,1,0,0,0,0,22
4,27,12,0,0,0,0,0,15
3,22,12,0,0,0,1,0,17
16,76,81,4,0,0,1,0,77
18,86,71,4,1,0,0,0,72
5,54,57,3,0,0,0,1,49
11,56,69,4,1,0,1,0,58
6,66,48,2,1,0,1,0,44
10,78,60,4,0,0,0,0,54
21,94,100,10,1,0,1,0,94
5,48,42,2,0,0,0,0,36
13,73,79,6,0,1,1,0,63
2,10,17,0,0,0,0,0,12
11,54,45,3,0,1,0,0,41
14,74,84,6,0,0,1,0,78
8,41,34,4,0,1,0,0,33
22,82,81,6,0,0,1,0,89
5,52,37,3,0,0,0,0,31
15,88,80,5,1,0,0,0,84
3,23,12,1,0,1,0,0,20
2,0,19,0,0,0,0,0,9
20,94,96,8,0,0,1,0,94
2,26,10,0,0,0,1,0,3
16,73,80,6,0,0,1,0,74
5,63,44,4,1,0,1,0,49
11,70,65,4,0,0,1,0,52
9,68,41,2,1,0,0,0,43
10,43,40,4,0,0,1,0,42
4,49,42,1,1,0,0,0,37
20,73,80,7,1,0,0,0,74
13,61,61,3,0,0,0,0,53
15,82,73,7,1,0,0,0,76
9,52,54,5,0,0,1,0,56
18,91,86,5,1,0,0,0,83
10,59,67,5,1,0,0,0,60
7,50,39,2,0,0,0,0,37
13,76,81,4,0,0,1,0,74
15,86,76,4,0,0,0,0,78
16,86,70,8,1,0,1,0,80
22,90,82,7,1,0,1,0,89
29,97,97,9,1,0,1,0,91
23,94,100,7,1,0,1,0,94
0,22,19,0,0,0,0,1,0
5,47,27,1,0,0,0,0,22
5,56,33,1,1,0,0,0,33
4,38,35,3,0,1,0,0,35
23,96,92,9,1,0,1,0,96
8,57,30,2,0,0,0,0,37
2,4,2,1,0,0,0,1,6
23,84,85,7,0,0,1,0,83
10,41,55,4,0,0,1,0,46
24,82,80,8,0,0,0,0,90
3,15,28,0,0,0,1,0,17
4,28,24,0,0,0,1,0,16
16,80,76,4,1,0,0,0,73
26,92,97,10,1,0,0,0,98
7,55,47,2,0,0,1,0,32
24,91,87,7,0,0,1,0,81
6,40,59,4,0,0,0,0,45
6,58,40,2,1,0,0,0,50
22,88,81,9,0,0,0,0,83
6,48,46,4,0,0,1,0,42
14,67,73,3,1,0,0,0,65
6,55,55,1,1,0,1,0,46
0,7,18,1,1,0,1,0,1
0,3,7,1,0,0,1,0,2
15,84,67,6,0,0,1,0,66
10,54,57,5,1,0,0,0,55
2,24,22,1,1,0,0,1,13
6,40,31,2,1,0,0,1,30
15,82,83,6,1,0,1,0,84
3,31,31,1,0,1,0,0,33
10,65,47,4,0,0,1,0,43
17,77,74,7,0,0,1,0,77
1,15,22,0,0,0,0,0,19
19,74,72,7,1,0,1,0,76
1,13,12,0,0,1,0,1,10
2,10,17,0,0,0,0,0,18
7,52,38,1,1,0,0,0,31
10,65,73,3,0,0,1,0,68
23,94,80,9,0,0,1,0,87
0,27,15,0,0,1,0,0,1
23,94,90,8,1,0,1,0,98
4,23,17,0,0,0,1,0,20
2,42,20,1,1,0,0,0,23
14,74,52,6,1,0,1,0,59
1,4,13,1,1,0,0,1,1
1,20,3,1,0,0,0,0,5
13,83,60,5,0,0,1,0,64
22,85,80,5,0,0,1,0,85
0,20,12,1,0,1,0,1,2
27,96,92,7,1,0,1,0,96
15,81,84,6,0,0,1,0,89
16,71,60,5,1,0,1,0,69
2,36,15,0,0,1,1,0,11
13,83,74,6,0,0,1,0,72
12,68,71,7,1,0,0,0,64
20,85,80,5,0,0,1,0,83
13,54,60,2,0,0,0,0,52
13,62,62,6,1,0,1,0,55
5,66,47,3,0,0,1,0,47
1,25,4,1,0,1,0,0,2
3,49,38,1,0,1,0,0,28
1,25,8,0,0,1,0,0,1
9,64,61,6,0,0,1,0,60
1,16,25,2,0,0,0,1,18
3,34,19,2,0,0,0,0,13
4,50,37,4,1,0,0,0,37
15,88,83,8,1,0,0,0,86
15,85,79,8,0,0,0,0,80
11,68,63,3,1,0,1,0,51
7,50,47,3,0,0,1,0,32
4,36,25,1,0,0,1,0,27
6,31,36,0,0,0,1,0,26
8,52,59,2,0,0,1,0,49
22,89,88,7,1,0,0,0,84
1,32,10,1,0,0,1,0,20
13,71,50,6,0,0,1,0,59
7,44,47,1,0,0,1,0,48
17,71,71,6,1,0,0,0,65
8,61,50,2,0,0,1,0,42
6,36,30,2,0,0,0,0,23
11,47,40,3,0,0,0,0,43
6,34,31,1,0,0,0,0,27
10,71,56,6,1,0,0,0,54
1,23,6,0,0,0,1,0,8
4,48,27,3,0,0,0,0,22
11,44,42,4,0,0,0,1,44
17,63,78,3,0,0,1,0,63
17,75,83,7,0,0,0,0,74
18,78,79,8,0,0,1,0,80
24,89,83,5,1,0,1,0,83
0,28,9,1,0,1,0,0,8
4,35,33,0,0,0,0,0,22
16,87,84,9,1,0,0,0,89
2,23,37,1,1,0,1,0,28
12,81,72,5,1,0,1,0,76
12,73,70,6,0,0,1,0,61
2,38,13,1,0,0,0,0,20
6,53,51,5,0,0,0,0,50
2,10,10,0,0,1,0,1,3
7,50,46,2,0,0,0,0,48
14,78,76,3,1,0,0,1,67
13,78,78,5,1,0,1,0,79
21,89,88,5,0,0,1,0,88
1,13,19,1,0,0,0,0,11
20,75,84,4,1,0,1,0,72
11,68,66,3,1,0,1,0,65
8,42,40,1,0,0,1,0,39
12,51,63,6,0,0,0,0,52
5,22,35,3,0,0,0,0,27
3,27,27,2,1,0,0,1,25
18,79,84,8,0,0,0,0,71
5,57,42,2,1,0,0,0,34
2,26,14,2,0,0,1,0,14
19,88,86,6,1,0,0,0,81
4,34,27,3,1,0,0,0,30
13,61,68,6,0,0,1,0,52
2,24,24,1,0,0,0,0,15
0,20,17,1,0,0,0,1,1
13,74,53,5,0,0,1,0,57
11,46,44,3,0,1,0,0,46
1,23,15,1,0,1,0,0,17
12,84,65,6,0,0,1,0,64
10,48,40,5,0,0,1,0,43
1,23,17,0,0,0,0,0,1
1,11,19,1,0,1,0,0,12
7,52,51,2,0,0,0,0,45
4,49,21,3,0,0,1,0,26
12,82,80,6,1,0,1,0,76
8,52,54,1,1,0,0,1,45
2,42,36,2,1,0,0,0,23
1,25,29,0,0,1,1,0,11
8,33,45,4,0,1,1,0,36
8,42,47,1,0,0,1,0,32
9,79,53,2,1,0,0,0,55
14,77,77,4,1,0,1,0,73
0,26,12,1,0,0,0,0,1
12,69,69,3,1,0,1,0,64
5,26,26,3,0,0,0,0,27
9,75,56,6,1,0,1,0,57
1,28,5,0,0,0,0,0,1
2,34,14,1,1,0,0,0,11
22,95,91,10,0,0,1,0,96
2,29,28,2,0,0,0,1,15
1,29,9,0,0,0,0,0,4
3,34,34,4,1,0,0,1,34
16,82,80,6,1,0,0,0,82
7,66,42,1,0,0,1,0,42
10,76,68,4,0,0,0,0,59
16,89,83,9,1,0,1,0,82
2,23,20,1,0,0,0,0,20
10,53,49,3,1,0,1,0,41
29,91,97,10,1,0,1,0,99
6,53,30,1,1,0,1,0,39
6,44,41,2,0,0,1,0,34
18,83,78,4,1,0,1,0,79
17,84,64,3,1,0,1,0,61
8,72,50,2,1,0,1,0,51
6,50,36,4,0,0,0,0,33
3,29,22,2,0,0,0,0,28
2,17,10,1,0,0,0,0,8
8,59,59,6,0,0,0,1,54
2,44,31,3,0,0,0,1,28
8,63,43,2,0,0,0,0,49
30,100,92,10,1,0,0,0,94
24,89,86,8,0,0,0,0,85
13,78,77,4,1,0,1,0,79
6,40,50,5,0,0,0,0,48
17,60,76,3,1,0,1,0,62
20,78,82,7,1,0,0,0,73
1,16,24,2,1,0,0,0,17
19,82,79,7,0,0,1,0,72
3,33,36,0,0,0,0,0,25
5,46,27,3,0,0,0,0,21
9,58,66,2,0,0,1,0,56
29,91,91,8,1,0,1,0,91
26,100,100,10,0,0,1,0,92
5,45,47,2,0,0,0,0,50
1,21,17,0,0,0,1,0,19
1,11,12,0,0,0,0,0,4
20,88,72,6,1,0,1,0,72
4,21,36,3,0,0,0,1,30
5,40,48,5,1,0,0,0,42
7,45,59,5,1,0,1,0,42
17,80,80,8,0,0,0,0,78
10,70,67,7,0,0,0,0,62
10,68,40,1,0,0,0,0,50
2,48,29,3,0,0,1,0,22
3,16,17,0,0,0,0,1,18
18,86,89,5,0,0,1,0,83
14,70,68,2,0,0,1,0,54
22,96,92,10,0,0,0,0,94
20,92,96,7,0,0,1,0,97
11,43,49,4,0,0,1,0,49
21,86,75,8,0,0,1,0,77
24,94,99,7,1,0,1,0,100
1,18,6,0,0,1,0,0,0
17,68,73,6,1,0,1,0,63
3,43,47,3,1,0,0,0,33
29,98,99,7,1,0,1,0,94
18,72,75,6,1,0,1,0,80
4,48,34,4,1,0,0,0,38
0,2,9,0,0,0,0,0,5
2,36,27,0,0,0,0,0,22
12,77,61,4,1,0,1,0,55
19,92,87,5,0,0,1,0,87
2,8,1,1,0,0,0,1,3
20,90,86,5,1,0,0,0,89
10,57,42,5,0,0,1,0,48
23,87,89,6,0,0,1,0,84
3,43,47,4,0,1,0,0,39
14,70,74,4,1,0,1,0,70
8,44,46,1,0,0,0,1,31
6,41,52,4,0,0,1,0,43
24,88,82,6,1,0,0,0,85
6,45,55,2,0,0,1,0,42
1,17,16,0,0,0,1,0,1
7,52,34,2,0,0,1,0,31
22,91,89,9,1,0,1,0,83
7,52,45,1,0,0,0,1,40
6,47,38,0,0,0,0,0,25
1,3,12,1,0,0,1,0,3
29,99,92,10,0,0,0,0,100
23,94,88,5,0,0,0,0,86
10,69,57,5,1,0,0,0,43
12,80,74,4,1,0,0,0,67
8,55,44,4,0,0,0,1,31
8,62,51,5,1,0,1,0,48
28,91,95,7,0,0,0,0,96
8,65,61,3,0,0,0,0,54
12,71,63,2,1,0,0,0,53
16,93,88,8,1,0,1,0,86
4,15,20,2,0,0,1,0,17
3,25,27,2,0,1,0,1,30
17,60,70,3,0,0,0,0,64
19,91,85,7,0,0,1,0,84
15,71,81,5,0,0,0,0,71
8,59,42,5,1,0,0,0,45
10,48,46,1,0,0,1,0,45
14,86,80,7,1,0,0,0,76
19,83,71,8,1,0,1,0,77
17,75,71,4,0,0,0,0,73
2,9,11,0,1,0,0,0,5
6,41,45,1,0,0,1,0,50
7,40,57,4,1,0,0,0,46
15,66,74,5,0,0,1,0,65
30,92,91,10,1,0,0,0,92
4,15,17,1,0,0,1,0,11
26,95,92,10,1,0,0,0,96
18,83,84,6,1,0,1,0,72
14,61,55,2,0,1,1,0,55
11,67,52,5,0,0,0,0,56
2,15,18,0,0,1,0,0,8
3,27,22,2,0,0,1,0,23
22,98,91,7,0,0,0,0,93
3,45,20,2,0,0,0,0,27
4,36,27,1,0,0,1,0,22
3,30,34,1,0,1,1,0,21
21,87,87,7,1,0,0,0,89
4,37,31,4,0,0,1,0,33
2,31,12,0,0,0,1,0,11
26,99,92,10,1,0,1,0,100
13,80,61,5,1,0,1,0,63
2,23,25,2,0,0,0,1,22
3,42,43,2,0,0,0,0,33
4,24,27,0,1,0,1,0,28
8,43,46,2,0,0,0,1,41
3,42,41,3,0,1,0,1,33
11,63,46,2,0,0,0,0,43
4,22,31,1,0,1,0,1,22
23,88,80,6,1,0,0,0,86
0,4,17,0,0,0,0,0,8
1,16,20,2,0,1,0,1,11
30,100,91,8,1,0,1,0,97
7,30,30,2,0,0,1,0,40
4,27,18,1,0,0,0,1,19
2,26,21,0,0,0,0,0,18
8,33,41,2,0,0,0,0,32
4,46,31,1,0,0,0,0,34
2,20,21,1,0,0,0,1,29
1,8,6,1,0,0,0,0,3
4,41,24,3,1,0,1,0,25
19,82,87,7,0,0,1,0,84
2,27,16,0,0,0,0,1,1
30,95,97,10,1,0,1,0,99
10,68,58,5,0,0,1,0,50
16,69,63,6,0,1,1,0,64
11,62,69,5,1,0,0,0,66
3,29,21,1,0,0,0,0,25
2,40,27,0,0,0,1,0,27
3,23,22,2,0,0,0,1,23
3,38,19,0,0,0,0,0,14
27,93,99,10,0,0,0,0,100
1,15,16,1,1,0,0,1,13
3,29,22,3,0,0,0,0,28
9,63,49,3,1,0,0,0,50
25,98,97,9,1,0,1,0,93
1,20,23,0,0,1,1,0,13
17,60,68,5,0,0,1,0,68
8,56,44,5,1,0,1,0,42
10,79,56,3,1,0,1,0,58
1,32,24,0,1,0,0,1,14
4,28,15,0,1,0,0,0,16
14,73,59,6,1,0,0,0,59
8,46,55,5,1,0,0,0,41
12,83,77,7,1,0,1,0,70
21,90,90,8,0,0,1,0,91
3,34,23,1,1,0,0,0,15
18,90,85,9,0,0,1,0,86
29,100,90,9,1,0,0,0,96
16,90,88,8,0,0,0,0,85
15,84,88,7,1,0,0,0,87
5,58,50,2,0,0,1,0,45
2,29,8,0,0,0,0,1,0
8,74,65,5,0,0,0,0,60
23,82,89,7,1,0,0,0,86
18,72,84,6,1,0,1,0,77
0,10,10,1,0,0,0,1,10
2,25,9,0,0,1,0,0,8
16,90,83,6,1,0,0,1,87
5,35,44,3,1,0,1,0,33
28,97,98,7,1,0,1,0,93
13,81,84,7,0,0,1,0,79
7,54,51,1,0,0,0,0,48
3,29,39,3,0,0,1,0,28
14,62,76,3,1,0,1,0,70
19,85,84,7,1,0,0,0,79
3,27,20,3,1,0,0,0,27
5,41,57,4,0,0,1,0,42
19,78,77,4,0,0,1,0,71
24,100,94,7,0,0,1,0,97
18,85,84,9,1,0,1,0,81
6,42,44,2,0,0,0,1,46
2,23,22,0,0,1,1,0,16
11,62,75,5,0,0,0,0,67
5,49,27,0,1,0,0,0,26
21,70,73,8,0,0,0,0,71
9,46,40,1,0,0,1,0,47
14,68,65,3,0,0,0,0,58
15,82,76,5,0,0,0,0,63
20,85,88,8,0,0,1,0,82
6,58,58,4,0,0,0,0,47
0,5,1,1,0,1,0,1,5
3,38,16,0,0,0,1,0,11
0,26,11,1,1,0,1,0,9
14,70,51,4,0,0,0,0,55
6,57,45,2,0,0,1,0,35
18,94,83,7,0,0,1,0,88
1,22,28,0,0,0,1,0,13
23,86,89,9,0,0,0,0,86
16,72,81,6,0,0,0,0,79
11,64,45,5,0,0,0,0,50
7,48,45,4,0,0,0,0,45
3,38,10,1,0,1,1,0,14
16,73,81,7,0,0,1,0,75
15,89,82,4,1,0,1,0,71
13,59,60,2,1,0,0,1,58
15,88,86,6,0,0,1,0,86
16,78,74,4,1,0,1,0,77
4,43,32,2,0,0,1,0,27
15,77,76,7,0,0,0,0,78
13,63,60,6,1,0,0,0,54
28,90,97,10,1,0,1,0,91
1,15,19,0,1,0,1,0,18
10,42,51,2,0,0,1,0,44
10,69,54,4,0,0,1,0,58
3,59,30,3,0,1,1,0,34
3,18,29,0,0,0,0,0,20
4,34,43,4,0,0,1,0,38
12,86,79,7,0,0,0,0,79
1,21,6,0,0,0,0,0,7
15,74,82,6,0,0,0,0,77
18,82,80,7,0,0,0,0,87
13,77,82,5,0,0,1,0,80
12,51,55,2,0,0,0,0,57
2,43,20,1,0,0,1,0,24
13,87,80,6,0,0,1,0,74
2,0,12,0,0,0,0,1,3
13,61,61,6,0,0,0,1,53
24,86,85,5,0,0,1,0,86
1,16,17,2,0,0,1,0,12
15,94,80,6,1,0,1,0,87
13,61,62,5,0,0,0,0,54
6,23,20,1,1,0,0,0,27
8,43,45,1,0,0,0,1,44
0,5,19,1,0,0,1,0,4
21,94,85,5,0,0,1,0,87
7,52,35,2,0,1,0,0,37
2,33,21,0,1,0,0,0,26
6,59,42,3,0,0,0,0,32
23,87,87,7,1,0,1,0,86
19,82,76,8,0,0,1,0,79
5,67,40,2,0,0,0,0,46
13,73,79,7,0,0,1,0,65
18,91,88,5,0,0,1,0,85
1,9,10,0,0,0,0,0,0
18,80,85,9,1,0,0,0,84
7,33,37,3,0,0,0,1,39
2,34,29,0,0,0,1,0,14
0,9,13,0,0,1,0,1,6
2,4,18,1,0,1,0,0,0
16,70,75,7,1,0,0,0,79
9,44,57,4,0,1,1,0,50
5,24,28,1,0,0,1,0,29
21,88,80,8,0,0,1,0,85
3,53,36,1,1,0,0,0,37
5,35,20,3,0,0,0,0,24
13,79,74,3,1,0,0,0,69
12,83,79,5,1,0,1,0,71
12,80,76,6,0,0,0,0,77
23,93,95,10,1,0,1,0,100
13,67,75,4,1,0,1,0,67
8,57,52,6,0,0,0,1,57
30,95,95,8,1,0,1,0,91
6,32,25,3,0,0,0,1,23
2,11,4,1,0,1,0,0,3
5,45,36,1,1,0,0,0,24
16,67,77,3,1,0,1,0,68
1,15,13,0,0,0,0,0,5
9,74,61,6,1,0,0,0,60
1,12,11,0,0,0,0,1,2
7,48,52,3,1,0,0,0,44
13,84,67,5,0,0,1,0,68
30,99,91,10,0,0,0,0,98
24,97,99,9,0,0,0,0,91
8,46,37,2,1,0,0,0,39
5,36,36,3,0,0,0,0,36
11,71,71,7,1,0,0,0,65
16,89,85,6,0,0,0,0,89
2,21,39,2,0,0,0,0,30
15,84,73,6,0,0,1,0,66
6,48,27,2,0,1,1,0,24
0,13,17,1,0,0,0,0,1
11,59,56,3,0,0,0,0,50
9,56,49,1,0,1,1,0,48
28,91,93,8,1,0,1,0,98
13,69,68,3,0,0,1,0,63
7,42,40,1,1,0,0,0,34
3,16,10,2,0,0,0,0,18
3,27,36,3,0,0,1,0,26
0,20,6,1,0,0,0,0,0
2,11,28,2,0,0,0,0,13
1,16,9,0,0,1,0,0,10
4,39,12,0,0,0,0,0,17
7,44,59,2,0,0,0,0,43
1,3,18,1,0,0,0,1,10
6,46,34,3,1,0,0,0,27
16,76,71,7,1,0,1,0,79
6,20,23,3,0,0,0,0,27
8,63,46,4,0,0,0,0,45
1,15,14,2,0,0,0,1,13
12,79,73,7,0,0,1,0,77
13,77,59,3,0,0,1,0,52
4,40,24,2,0,0,0,0,29
14,64,63,7,1,0,1,0,64
1,5,4,1,0,1,0,0,8
4,38,11,1,0,0,1,0,14
0,23,9,1,0,0,0,0,5
0,21,4,0,0,0,0,1,9
21,88,88,5,1,0,0,0,85
20,82,87,6,0,0,1,0,85
4,33,11,2,0,0,0,1,15
4,37,32,2,0,0,0,1,33
0,9,0,1,0,0,0,1,4
22,91,92,7,1,0,1,0,98
11,77,52,4,0,1,1,0,57
15,87,83,5,0,0,0,0,90
18,74,78,7,0,0,1,0,73
2,11,23,0,0,0,0,0,15
27,91,90,7,0,0,0,0,99
14,75,64,2,0,0,1,0,55
0,1,19,1,0,1,0,0,5
10,61,69,2,0,0,0,0,60
7,38,48,3,0,1,0,1,33
16,79,71,7,0,0,0,0,66
1,17,17,0,0,1,0,1,2
0,14,13,0,0,1,0,1,3
3,26,36,2,0,0,0,1,29
26,100,91,10,0,0,0,0,99
2,13,6,1,1,0,0,1,2
8,68,58,2,0,0,1,0,49
3,37,21,1,0,0,1,0,29
22,89,88,8,1,0,1,0,90
21,78,72,4,0,0,0,0,78
13,59,62,5,1,0,0,0,57
14,72,72,7,1,0,1,0,80
2,34,28,0,0,1,0,0,19
16,88,85,8,1,0,1,0,86
1,34,19,2,1,0,0,1,18
5,43,30,3,0,0,1,0,32
0,26,16,0,0,0,0,1,4
11,78,62,4,0,1,1,0,66
1,18,15,1,1,0,1,0,3
7,54,39,4,0,0,1,0,37
24,94,85,7,0,0,1,0,85
25,97,99,8,1,0,1,0,95
21,97,96,9,0,0,1,0,92
15,85,87,6,1,0,1,0,89
24,98,99,7,0,0,0,0,93
22,94,81,6,1,0,1,0,84
4,22,10,2,0,0,0,0,13
6,40,34,3,0,0,0,0,29
8,69,51,3,1,0,0,0,52
8,55,30,1,0,1,0,0,38
21,81,77,5,0,0,0,0,73
14,69,66,5,1,0,1,0,58
24,90,93,10,1,0,0,0,95
12,83,72,7,0,0,0,0,80
11,58,67,4,0,0,0,0,59
12,65,60,4,0,0,0,0,59
26,91,92,8,1,0,1,0,96
4,42,21,2,0,0,0,0,28
1,22,15,1,0,0,1,0,1
